Ben INC 5000 CSV Export (8-26-2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id,rank,workers,name,url,state_l,state_s,city,metro,growth,revenue,industry,yrs_on_list,ifc_company,ifc_filelocation,ifc_founded,ifc_business_model,ifc_url,ifc_city,ifc_state,ifc_twitter_handle,state_rank,metro_rank,industry_rank,current_industry_rank,ifi_industry,app_employ_lastyear,app_employ_fouryearsago,app_revenues_lastyear,app_revenues_fouryearsago,city_display_name,industry_id,metro_id,,
23749,1550,143,Preventure,preventure,Rhode Island,RI,Coventry,"Providence-New Bedford-Fall River, RI-MA",274.4945,10765044,Health,1,Preventure,preventure,1991-00-00,Provides comprehensive corporate fitness and wellness programs to more than 4.5 million employees nationwide.,http://www.preventure.com,Coventry,RI,,6,0,123,1550,Health,143,16,10765044,2874553,,10,55,,
23142,1551,23,Platinum Advisor Strategies,platinum-advisor-strategies,Florida,FL,Summerfield,"Ocala, FL",274.1427,2662729,Financial Services,1,Platinum Advisor Strategies,platinum-advisor-strategies,2009-00-00,Provides practice management and marketing tools for financial advisors nationwide.,http://www.platinumstrategies.com,Summerfield,FL,,99,0,85,1551,Financial Services,23,5,2662729,711688,,2,312,,
24813,1552,14,Custom Media Enviroments,custom-media-enviroments,New York,NY,Hicksville,New York City,274.0866,3964158,Business Products & Services,0,Custom Media Enviroments,custom-media-enviroments,1/1/08,"Provides comprehensive audio-visual services to businesses. Services include consulting, integrated systems and maintenance.",http://www.cmeav.com,Hicksville,NY,,120,127,83,1552,Business Products & Services,14,10,3964158,1059690,New York City,17,9,,
19276,1553,90,PureFormulas.com,pureformulascom,Florida,FL,Medley,Miami,274.0662,36430191,Health,3,PureFormulas.com,pureformulascom,2007-00-00,"An interactive health supplement retailer that distributes natural supplements through a secure and friendly interactive online shopping environment, offering daily free shipping on more than 45,000 products. Its staff works with a board of healthcare advisors, naturopaths and chiropractors to keep up to date with customers' needs and healthcare industry trends.",http://www.pureformulas.com,Medley,FL,,100,36,124,1553,Health,90,30,36430191,9738968,Miami,10,1,,
26596,1554,44,PulseTV,pulsetv,Illinois,IL,Tinley Park,Chicago,273.9868,12132867,Retail,0,PulseTV,pulsetv,1/1/96,An e-commerce retailer that shows online video demonstrations of the home goods and electronics that it ships from its warehouse.,http://www.PulseTV.com,Tinley Park,IL,,67,62,80,1554,Retail,44,15,12132867,3244197,Chicago,18,17,,
24164,1555,7,VAVi Sport & Social Club,vavi-sport-social-club,California,CA,San Diego,San Diego,273.1889,8017000,Consumer Products & Services,1,VAVi Sport & Social Club,vavi-sport-social-club,2002-00-00,A sport and social club that produces over 600 coed adult sports leagues in the US and abroad annually.,http://www.govavi.com,San Diego,CA,,127,41,97,1555,Consumer Products & Services,7,7,8017000,2148242,San Diego,4,11,,
23778,1556,27,Marrick Medical Finance,marrick-medical-finance,Colorado,CO,Denver,Denver,273.1295,9637036,Health,1,Marrick Medical Finance,marrick-medical-finance,2007-00-00,Offers patient-centered and technology-focused funding and asset management for hospitals and medical providers. Its goal is to provide continuity of care for under-insured accident victims.,http://www.marrickmedical.com,Denver,CO,,34,,125,1556,Health,27,9,9637036,2582759,Denver,10,30,,
308,1557,60,WaterFilters.net,waterfiltersnet,Minnesota,MN,Zumbrota,"Red Wing, MN",273.0499,38318012,Retail,5,WaterFilters.net,waterfiltersnet,2002-00-00,"An online superstore that sells water filters, refrigerator filters and air filters. It services all major brands through its team of certified water specialists.",http://www.waterfilters.net,Zumbrota,MN,,27,0,81,1557,Retail,60,30,38318012,10271551,,18,76,,
23521,1558,1387,Stearns Lending,stearns-lending,California,CA,Santa Ana,Los Angeles,273.0225,473041000,Financial Services,1,Stearns Lending,stearns-lending,1989-00-00,"A mortgage lender with retail, wholesale and correspondent business channels.",http://www.stearns.com,Santa Ana,CA,,127,98,86,1558,Financial Services,1387,874,473041000,126813000,Los Angeles,2,2,,
25841,1559,102,InquisIT,inquisit,Virginia,VA,Chantilly,"Washington, DC",272.9444,12612732,IT Services,0,InquisIT,inquisit,1/1/04,"Provides IT infrastructure engineering and support services to commercial customers, the federal government and the Department of Defense, including call center deployment and operations, virtual desktop infrastructure and IT logistics.",http://www.InquisITllc.com,Chantilly,VA,,112,120,127,1559,IT Services,102,28,12612732,3381934,"Washington, DC",8,3,,
23639,1560,43,Walker Sands,walker-sands,Illinois,IL,Chicago,Chicago,272.929,3871029,Advertising & Marketing,1,Walker Sands,walker-sands,2001-00-00,A full-service marketing and public relations firm specializing in media relations for technology companies ranging in size from startups to enterprise-level.,http://www.walkersands.com,Chicago,IL,,68,63,127,1560,Advertising & Marketing,43,14,3871029,1038007,Chicago,5,17,,
25221,1561,7,REI Network,rei-network,Texas,TX,Houston,Houston,272.5653,2116614,Real Estate,0,REI Network,rei-network,1/1/05,Provides real estate investors with listings of bargain-priced residential investment properties on MyHouseDeals.com and private lenders on PrivateMoneyGoldmine.com.,http://www.myhousedeals.com,Houston,TX,,120,27,51,1561,Real Estate,7,3,2116614,568119,Houston,3,22,,
17351,1562,10,Platinum Realty,platinum-realty,Kansas,KS,Overland Park,"Kansas City, MO-KS",272.153,11090237,Real Estate,2,Platinum Realty,platinum-realty,2005-00-00,Uses team support and technology to sell residential real estate in the Midwest.,http://www.MoveWithPlatinum.com,Overland Park,KS,,11,0,52,1562,Real Estate,10,4,11090237,2980021,,3,21,,
25038,1563,13,Grass4sale.com,grass4salecom,Texas,TX,San Antonio,"San Antonio, TX",272.1005,2152456,Retail,0,Grass4sale.com,grass4salecom,2004-00-00,An online grass distributor that operates each of its divisions locally in order to ensure top quality product and delivery services.,http://www.grass4sale.com,San Antonio,TX,,121,0,82,1563,Retail,13,2,2152456,578461,,18,14,,
24636,1564,28,Precision Painting & Decorating,precision-painting-decorating,Illinois,IL,Bellwood,Chicago,272.0339,2581372,Construction,0,Precision Painting & Decorating,precision-painting-decorating,2004-00-00,An open shop painting company providing painting contracting services to both the commercial and residential markets.,http://www.ppdpainting.com,Bellwood,IL,,69,64,67,1564,Construction,28,8,2581372,693854,Chicago,20,17,,
25870,1565,18,LunaMetrics,lunametrics,Pennsylvania,PA,Pittsburgh,"Pittsburgh, PA",271.7661,2243653,Business Products & Services,0,LunaMetrics,lunametrics,1/1/04,"A consulting and training company specializing in digital marketing and Google Analytics as well as SEO. It features a hybrid business model that combines consulting, training and resale of software as a service.",http://www.lunametrics.com,Pittsburgh,PA,,51,16,84,1565,Business Products & Services,18,5,2243653,603512,"Pittsburgh, PA",17,52,,
26125,1566,40,DXagency,dxagency,New Jersey,NJ,Edgewater,New York City,271.6699,5720000,Advertising & Marketing,0,DXagency,dxagency,1/1/04,A full-service engagement agency that specializes in creating marketing opportunities that specifically target consumers using various mediums.,http://www.DXagency.com,Edgewater,NJ,,49,127,127,1566,Advertising & Marketing,40,20,5720000,1539000,New York City,5,9,,
23404,1567,150,American Dream Home Improvement,american-dream-home-improvement,Illinois,IL,Downers Grove,Chicago,271.6144,43264906,Construction,1,American Dream Home Improvement,american-dream-home-improvement,2000-00-00,"Specializes in assessing and repairing storm damage to roofs, siding and gutters caused by wind and hail.",http://www.americandreamhomeimprovement.com,Downers Grove,IL,,70,65,68,1567,Construction,150,75,43264906,11642420,Chicago,20,17,,
21601,1568,84,Avionte,avionte,Minnesota,MN,Eagan,Minneapolis,271.6148,8837000,Human Resources,2,Avionte,avionte,2005-00-00,"Develops and licenses staffing software and Web-based portal services that facilitate communication between recruiters, staffing agencies, employers and job candidates.",http://www.avionte.com,Eagan,MN,,28,25,43,1568,Human Resources,84,29,8837000,2378000,Minneapolis,21,13,,
24975,1569,13,Seismic Audio,seismic-audio,Tennessee,TN,Memphis,"Memphis, TN-MS-AR",271.5713,5853304,Retail,0,Seismic Audio,seismic-audio,1/1/03,"Sells professional audio equipment for bands, Djs and churches created by the company.",http://www.seismicaudiospeakers.com,Memphis,TN,,20,0,83,1569,Retail,13,4,5853304,1575284,,18,105,,
26581,1570,32,GWG,gwg,Minnesota,MN,Minneapolis,Minneapolis,271.5583,33064774,Insurance,0,GWG,gwg,1/1/06,Buys unwanted life insurance policies and typically pays five to eight times more than the surrender value offered by the insurance company. GWG filed for an IPO in April 2014.,http://www.GWGLife.com,Minneapolis,MN,,29,26,16,1570,Insurance,32,0,33064774,8898947,Minneapolis,1,13,,
19422,1571,175,ISHPI,ishpi,South Carolina,SC,Mount Pleasant,"Charleston-North Charleston, SC",271.1548,22810723,IT Services,3,ISHPI,ishpi,2006-00-00,"A veteran-owned IT provider with expertise in information operations, cybersecurity and logistics support services for combat systems and intelligence or surveillance operations.",http://www.ishpi.net,Mount Pleasant,SC,,21,0,127,1571,IT Services,175,68,22810723,6145879,,8,536,,
21576,1572,48,DuChateau Floors,duchateau-floors,California,CA,San Diego,San Diego,271.0889,35636379,Construction,2,DuChateau Floors,duchateau-floors,2006-00-00,"Manufactures and markets wide-plank wood floors that offer the look, feel and longevity of old-world European surfaces.",http://www.duchateaufloors.com,San Diego,CA,,127,42,69,1572,Construction,48,6,35636379,9603193,San Diego,20,11,,
23614,1573,45,Studio Calico,studio-calico,Kentucky,KY,Bowling Green,"Bowling Green, KY",271.0818,5018444,Consumer Products & Services,1,Studio Calico,studio-calico,2007-00-00,"A membership-based scrapbooking center that sells scrapbooking and card-making kits, features the work of craft designers and provides online support and encouragement for scrapbook and crafts enthusiasts.",http://www.studiocalico.com,Bowling Green,KY,,7,0,98,1573,Consumer Products & Services,45,5,5018444,1352382,,4,280,,
26110,1574,28,Krilogy Financial,krilogy-financial,Missouri,MO,St. Louis,"St. Louis, MO-IL",270.9939,2510000,Financial Services,0,Krilogy Financial,krilogy-financial,1/1/09,"Works closely with clients to discover, design and implement customized wealth plans to meet individual goals. Krilogy currently has $300 million in fee-based assets under advisement.",http://www.krilogy.com,St. Louis,MO,,18,0,87,1574,Financial Services,28,13,2510000,676561,,2,74,,
23751,1575,6,ERP Professionals,erp-professionals,Georgia,GA,Woodstock,Atlanta,270.6402,7529934,IT Services,1,ERP Professionals,erp-professionals,2006-00-00,Provides IT services to mid-market and Fortune 500 companies focused on PeopleSoft/Oracle and systems application and products.,http://www.erppros.com,Woodstock,GA,,53,51,127,1575,IT Services,6,7,7529934,2031602,Atlanta,8,29,,
21243,1576,87,TDBBS,tdbbs,Virginia,VA,Henrico,"Richmond, VA",270.5459,24078241,Consumer Products & Services,2,TDBBS,tdbbs,2008-00-00,"Manufactures, distributes and sells all-natural dog treats and chews through its own e-commerce sites and through other retailers.",http://www.tdbbsllc.com,Henrico,VA,,113,0,99,1576,Consumer Products & Services,87,22,24078241,6498046,,4,40,,
25316,1577,39,Suna Solutions,suna-solutions,California,CA,Walnut Creek,San Francisco,270.3811,33601450,Business Products & Services,0,Suna Solutions,suna-solutions,1/1/08,"Provides global staffing and consulting, business process outsourcing, supply chain optimization, and human capital management services.",http://www.Suna.com,Walnut Creek,CA,,127,72,85,1577,Business Products & Services,39,12,33601450,9072128,San Francisco,17,4,,
24815,1578,11,Graphics & More,graphics-more,California,CA,Rancho Cordova,"Sacramento--Arden-Arcade--Roseville, CA",270.2494,2121788,Consumer Products & Services,0,Graphics & More,graphics-more,1/1/08,An e-tailer that makes and sells promotional items online.,http://www.graphicsandmore.com,Rancho Cordova,CA,,127,0,100,1578,Consumer Products & Services,11,3,2121788,573070,,4,75,,
21696,1579,52,WebpageFX,webpagefx,Pennsylvania,PA,Harrisburg,"Harrisburg-Carlisle, PA",270.2331,4951797,Advertising & Marketing,1,WebpageFX,webpagefx,2006-00-00,"A full-service Internet marketing company offering expertise in SEO, Web design and inbound marketing services.",http://www.webpagefx.com,Harrisburg,PA,,52,0,127,1579,Advertising & Marketing,52,19,4951797,1337481,,5,133,,
18845,1580,100,NikSoft Systems,niksoft-systems,Virginia,VA,Reston,"Washington, DC",270.1506,19903000,IT Services,2,NikSoft Systems,niksoft-systems,1988-00-00,"Provides IT Services and consulting support to federal, civilian and defense agencies.",http://www.niksoft.com,Reston,VA,,114,121,127,1580,IT Services,100,30,19903000,5377000,"Washington, DC",8,3,,
21494,1581,270,Intone Networks,intone-networks,New Jersey,NJ,Iselin,New York City,269.8389,24706971,IT Services,2,Intone Networks,intone-networks,2003-00-00,"An IT consultancy that offers training, staffing, development and support with networking, applications and hardware.",http://www.intonenetworks.com,Iselin,NJ,,50,127,127,1581,IT Services,270,45,24706971,6680468,New York City,8,9,,
23593,1582,32,G3 Communications,g3-communications,New Jersey,NJ,Hasbrouck Heights,New York City,269.781,3709650,Media,1,G3 Communications,g3-communications,2006-00-00,Offers digital media publications specializing in B2B marketing.,http://www.gthreecom.com,Hasbrouck Heights,NJ,,51,127,26,1582,Media,32,9,3709650,1003202,New York City,12,9,,
19372,1583,90,ShopJimmy.com,shopjimmycom,Minnesota,MN,Burnsville,Minneapolis,269.7482,21857840,Retail,3,ShopJimmy.com,shopjimmycom,2007-00-00,"Takes apart new TVs damaged during manufacturer-to-retailer shipping, sells the usable parts to technicians and consumers for repairs and recycles most of the remaining materials.",http://www.shopjimmy.com,Burnsville,MN,,30,27,84,1583,Retail,90,40,21857840,5911547,Minneapolis,18,13,,
21960,1584,125,Affirma,affirma,Washington,WA,Bellevue,Seattle,269.411,13456456,Business Products & Services,2,Affirma,affirma,2002-00-00,"Offers a full range of business and technology consulting services, including branding, technological services and temporary and permanent staffing.",http://www.affirma.com,Bellevue,WA,,35,30,86,1584,Business Products & Services,125,27,13456456,3642679,Seattle,17,23,,
23239,1585,26,Square Root,square-root,Texas,TX,Austin,Austin,268.4249,7030663,Software,1,Square Root,square-root,2006-00-00,"Builds SaaS applications that make it easy for companies with complex retail networks, such as those in the automotive and energy sectors, to pinpoint issues, determine how to improve them and evaluate their progress.",http://www.square-root.com,Austin,TX,,122,33,127,1585,Software,26,4,7030663,1908303,Austin,9,18,,
19416,1586,27,Network Solutions Provider,network-solutions-provider,California,CA,long beach,Los Angeles,268.3134,9676875,Telecommunications,3,Network Solutions Provider,network-solutions-provider,2006-00-00,"Offers VoIP, DS3 and telephone systems services.",http://www.networksolutionsprovdier.com,long beach,CA,,127,99,38,1586,Telecommunications,27,4,9676875,2627348,Los Angeles,14,2,,
26137,1587,18,Bubba Brands,bubba-brands,Georgia,GA,Atlanta,Atlanta,268.2853,38881124,Consumer Products & Services,0,Bubba Brands,bubba-brands,1/1/96,"Creates unique drinkware such as mugs, tumblers and kids' bottles.",http://www.bubbabrands.com,Atlanta,GA,,54,52,101,1587,Consumer Products & Services,18,7,38881124,10557339,Atlanta,4,29,,
22019,1588,159,The Select Group,the-select-group,North Carolina,NC,Raleigh,"Raleigh-Cary, NC",268.1553,64369769,Human Resources,7,The Select Group,the-select-group,2000-00-00,"Provides recruitment services focused on technology, engineering, sales, marketing and executive positions.",http://www.selectgroup.com,Raleigh,NC,,41,0,44,1588,Human Resources,159,54,64369769,17484406,,21,36,,
25945,1589,28,Holst Architecture,holst-architecture,Oregon,OR,Portland,"Portland, OR",268.1484,4920031,Construction,0,Holst Architecture,holst-architecture,1/1/92,"An architecture and design firm that builds customized public, commercial and residential projects in Oregon.",http://www.holstarc.com,Portland,OR,,19,20,70,1589,Construction,28,11,4920031,1336426,"Portland, OR",20,10,,
26558,1590,44,Dynamic Events,dynamic-events,Washington,WA,Vancouver,"Portland, OR",267.9337,4473720,Business Products & Services,0,Dynamic Events,dynamic-events,1/1/98,"Offers meeting management and event technology services, having produced over 600 events in 40 countries in the last 15 years.",http://www.DynamicEvents.com,Vancouver,WA,,36,21,87,1590,Business Products & Services,44,13,4473720,1215904,"Portland, OR",17,10,,
23578,1591,55,Madison Logic,madison-logic,New York,NY,New York,New York City,267.7793,18731000,Advertising & Marketing,1,Madison Logic,madison-logic,2009-00-00,Provides data powered lead generation for over 600 top B2B marketers using a database of millions of consumer purchase records.,http://www.madisonlogic.com,New York,NY,,121,127,127,1591,Advertising & Marketing,55,21,18731000,5093000,New York City,5,9,,
25207,1592,38,Creminelli Fine Meats,creminelli-fine-meats,Utah,UT,Salt Lake City,Salt Lake City,267.5709,9079000,Food & Beverage,0,Creminelli Fine Meats,creminelli-fine-meats,1/1/07,"Produces artisan-made, handcrafted Italian salumi products using all natural ingredients and traditional methods and distributes them in the United States.",http://www.creminelli.com,Salt Lake City,UT,,39,22,48,1592,Food & Beverage,38,15,9079000,2470000,Salt Lake City,11,12,,
25272,1593,20,Three Ships,three-ships,North Carolina,NC,Raleigh,"Raleigh-Cary, NC",267.404,3156000,Advertising & Marketing,0,Three Ships,three-ships,1/1/09,"A digital marketing agency that focuses on extreme value creation for clients and partners. In special situations, it invests or co-invests in companies where digital marketing can change the business' growth curve.",http://www.threeshipsmedia.com,Raleigh,NC,,42,0,127,1593,Advertising & Marketing,20,8,3156000,859000,,5,36,,
25354,1594,5,Blue Moon Construction,blue-moon-construction,Virginia,VA,Ashburn,"Washington, DC",267.225,2395144,Construction,0,Blue Moon Construction,blue-moon-construction,1/1/04,Specializes in full scale home renovations and remodeling such as kitchen and bath remodels and construction of additional rooms in northern Virginia.,http://www.bluemoonconstruction.net,Ashburn,VA,,115,122,71,1594,Construction,5,2,2395144,652228,"Washington, DC",20,3,,
23129,1595,177,Ustream,ustream,California,CA,San Francisco,San Francisco,267.03,21886000,Media,1,Ustream,ustream,2007-00-00,A technology platform for live video streaming that offers limited free services and expanded pay services to allow users to easily broadcast and share live experiences in real time.,http://www.ustream.tv,San Francisco,CA,,127,73,27,1595,Media,177,166,21886000,5963000,San Francisco,12,4,,
24620,1596,115,NetProspex,netprospex,Massachusetts,MA,Waltham,Boston,266.8153,13623038,Advertising & Marketing,0,NetProspex,netprospex,2006-00-00,Helps marketing and sales organizations optimize revenue impact by increasing the quality and effectiveness of their marketing database.,http://www.netprospex.com,Waltham,MA,,54,51,127,1596,Advertising & Marketing,115,27,13623038,3713869,Boston,5,6,,
26211,1597,126,CapStar Bank,capstar-bank,Tennessee,TN,Nashville,Nashville,266.394,36284000,Financial Services,0,CapStar Bank,capstar-bank,1/1/08,Provides tailored banking and financial services to businesses and individuals in middle Tennessee.,http://www.capstarbank.com,Nashville,TN,,21,15,88,1597,Financial Services,126,48,36284000,9903000,Nashville,2,82,,
25396,1598,88,"Convene (New York, NY)",convene-new-york-ny,New York,NY,New York,New York City,266.3053,18567366,Business Products & Services,0,"Convene (New York, NY)",convene-new-york-ny,1/1/09,"Develops, owns and operates urban day conference centers in the United States. Business services include meeting and collaboration space rental, room service building catering and conference planning support.",http://www.convene.com,New York,NY,,122,127,88,1598,Business Products & Services,88,29,18567366,5068822,New York City,17,9,,
26512,1599,10,Washington Street Properties,washington-street-properties,New York,NY,Watertown,"Watertown-Fort Drum, NY",266.0633,2209170,Real Estate,0,Washington Street Properties,washington-street-properties,1/1/07,"A commercial real estate development and management company that focuses on the turnaround of under-performing, strategically-located real estate assets.",http://www.washingtonstreetproperties.com,Watertown,NY,,123,0,53,1599,Real Estate,10,2,2209170,603494,,3,476,,
1337,1600,457,The Nerdery,the-nerdery,Minnesota,MN,Minneapolis,Minneapolis,266.0175,51836106,Software,6,The Nerdery,the-nerdery,2003-00-00,"A developer-driven interactive production shop that engineers and executes websites, social media and mobile apps.",http://www.nerdery.com,Minneapolis,MN,,31,28,127,1600,Software,457,159,51836106,14162194,Minneapolis,9,13,,
23715,1601,137,Copper River IT,copper-river-it,Virginia,VA,Chantilly,"Washington, DC",265.8908,79816792,IT Services,1,Copper River IT,copper-river-it,2006-00-00,"A federally-recognized Alaskan tribal-certified entity that provides network & systems engineering, program management and education services for both government and civilian entities.",http://www.CopperRiverIT.com,Chantilly,VA,,116,123,127,1601,IT Services,137,76,79816792,21814375,"Washington, DC",8,3,,
23188,1602,403,Alego Health,alego-health,Ohio,OH,Westlake,Cleveland,265.7382,8708322,Health,1,Alego Health,alego-health,2004-00-00,"Provides healthcare information management, including IT services and electronic medical record consulting and support.",http://www.alegohealth.com,Westlake,OH,,39,11,126,1602,Health,403,76,8708322,2381026,Cleveland,10,79,,
18032,1603,837,First Choice Emergency Rooms,first-choice-emergency-rooms,Texas,TX,Lewisville,Dallas,265.4839,177504226,Health,4,First Choice Emergency Rooms,first-choice-emergency-rooms,2002-00-00,"A freestanding emergency room system that provides space, equipment and physicians for full, round-the-clock emergency services in Texas and Colorado.",http://www.fcer.com,Lewisville,TX,,123,54,127,1603,Health,837,207,177504226,48566906,Dallas,10,8,,
25528,1604,180,Home Base Appraisal Management,home-base-appraisal-management,Utah,UT,West Jordan,Salt Lake City,265.4152,3347463,Real Estate,0,Home Base Appraisal Management,home-base-appraisal-management,1/1/09,A 3rd party appraisal company that facilitates orders from mortgage companies and assigns them to appraisers on a rotating random panel to ensure objectivity.,http://www.HomebaseAMC.net,West Jordan,UT,,40,23,54,1604,Real Estate,180,84,3347463,916071,Salt Lake City,3,12,,
23652,1605,10,Nine Space,nine-space,California,CA,City of Industry,Los Angeles,265.112,2613326,Consumer Products & Services,1,Nine Space,nine-space,2008-00-00,"Designs and sells goods for the home from organic, sustainable materials, including bamboo viscose and organic cotton towels, sheets and bathrobes.",http://WWW.SHOPNINESPACE.COM,City of Industry,CA,,127,100,102,1605,Consumer Products & Services,10,6,2613326,715760,Los Angeles,4,2,,
26310,1606,7,Nassau National Cable,nassau-national-cable,New York,NY,Great Neck,New York City,265.0575,4170588,Business Products & Services,0,Nassau National Cable,nassau-national-cable,1/1/1950,"Owns websites that sell unique wire and cable, focusing on finding hard-to-get wire for customers who need it quickly and cannot get it locally.",http://www.nassauelectrical.com,Great Neck,NY,,124,127,89,1606,Business Products & Services,7,3,4170588,1142447,New York City,17,9,,
23823,1607,6,Elite Pacific Properties,elite-pacific-properties,Hawaii,HI,Honolulu,"Honolulu, HI",265.0319,5582170,Real Estate,1,Elite Pacific Properties,elite-pacific-properties,2005-00-00,Offers real estate brokerage and property management services for upscale residential properties in Hawaii.,http://www.elitepacific.com,Honolulu,HI,,4,0,55,1607,Real Estate,6,2,5582170,1529228,,3,101,,
21124,1608,49,School Tech Supply,school-tech-supply,California,CA,Westlake Village,Los Angeles,264.8809,16729309,Education,2,School Tech Supply,school-tech-supply,2009-00-00,"Provides ertified refurbished computers and parts to school districts nationwide. It also sells document cameras, interactive whiteboard products and has a Cash for Clunkers program for districts to discard old, obsolete computer equipment.",http://www.schooltechsupply.com,Westlake Village,CA,,127,101,24,1608,Education,49,18,16729309,4584868,Los Angeles,19,2,,
21218,1609,70,Driven Local,driven-local,New York,NY,Melville,New York City,264.8144,9434464,Advertising & Marketing,2,Driven Local,driven-local,2006-00-00,"A Google Adwords premier SMB partner that provides search, social and digital display advertising with a focus on local digital advertising to small and midsize businesses.",http://www.DrivenLocal.com,Melville,NY,,125,127,127,1609,Advertising & Marketing,70,26,9434464,2586100,New York City,5,9,,
23062,1610,130,InfoLob Solutions,infolob-solutions,Texas,TX,Irving,Dallas,264.709,14288805,IT Services,1,InfoLob Solutions,infolob-solutions,2009-00-00,"A platinum Oracle PartnerNetwork member specializing in the design, implementation and maintenance of IT systems across the globe.",http://www.Infolob.com,Irving,TX,,124,55,127,1610,IT Services,130,40,14288805,3917865,Dallas,8,8,,
21146,1611,93,Resonate,resonate,Virginia,VA,Reston,"Washington, DC",264.6315,19196785,Advertising & Marketing,2,Resonate,resonate,2008-00-00,Operates a proprietary platform that allows marketers to reach audiences based on the nuances of consumers' belief systems and values. It collects and uses consumer data to allow clients to build targeted online advertising campaigns.,http://www.resonateinsights.com,Reston,VA,,117,124,127,1611,Advertising & Marketing,93,31,19196785,5264708,"Washington, DC",5,3,,
18215,1612,65,Complete Nutrition,complete-nutrition,Nebraska,NE,Omaha,"Omaha-Council Bluffs, NE-IA",264.5936,95341336,Health,4,Complete Nutrition,complete-nutrition,2004-00-00,"Operates a network of nutritional supplement retail stores which creates programs using weight management, sports nutrition and healthy aging products for customers.",http://www.completenutrition.com,Omaha,NE,,7,0,127,1612,Health,65,37,95341336,26150030,,10,97,,
25426,1613,23,WhenToManage,whentomanage,Connecticut,CT,Norwalk,"Bridgeport-Stamford-Norwalk, CT",264.458,2059738,Retail,0,WhenToManage,whentomanage,1/1/05,"A provider of cloud-based restaurant and specialty retail operating systems and mobile applications. Its services include POS intelligence, inventory management and employee scheduling.",http://www.whentomanage.com,Norwalk,CT,,13,0,85,1613,Retail,23,12,2059738,565151,,18,58,,
25963,1614,5,MattressInsider.com,mattressinsidercom,Colorado,CO,Littleton,Denver,264.1782,2008257,Retail,0,MattressInsider.com,mattressinsidercom,1/1/08,"A factory direct distributor of mattresses, toppers and mattress protectors that uses non-solvent-based adhesives and soy bean plant-based foams to reduce its environmental footprint.",http://www.mattressinsider.com,Littleton,CO,,35,,86,1614,Retail,5,1,2008257,551449,Denver,18,30,,
26367,1615,24,Digital Operative,digital-operative,California,CA,San Diego,San Diego,263.7869,2196720,Advertising & Marketing,0,Digital Operative,digital-operative,1/1/08,"A digital agency that offers services in brand strategy, user experience, e-commerce, digital marketing, and Web development.",http://www.DigitalOperative.com,San Diego,CA,,127,43,127,1615,Advertising & Marketing,24,6,2196720,603848,San Diego,5,11,,
26312,1616,40,AtSite,atsite,District of Columbia,DC,Washington,"Washington, DC",263.5811,9071000,Energy,0,AtSite,atsite,1/1/93,"Helps create, optimize and maintain high-performing buildings by offering consulting and managed services in the areas of smart building technologies, energy & sustainability and integrated building design.",http://www.atsiteinc.com,Washington,DC,,19,125,51,1616,Energy,40,14,9071000,2494904,"Washington, DC",16,3,,
21911,1617,24,SouthEnd Exteriors,southend-exteriors,North Carolina,NC,Charlotte,Charlotte,263.4751,20917387,Construction,2,SouthEnd Exteriors,southend-exteriors,2007-00-00,"Provides siding installation and exterior finishing services to homeowners and residential builders. It specializes in installing vinyl siding and fiber cement siding, porch railings and vents.",http://www.southendexteriors.com,Charlotte,NC,,43,17,72,1617,Construction,24,11,20917387,5754833,Charlotte,20,43,,
20053,1618,42,Aleva Stores,aleva-stores,Michigan,MI,Rochester Hills,Detroit,263.4508,30333682,Retail,3,Aleva Stores,aleva-stores,2008-00-00,"An online retailer of health and wellness products that specializes in foot, leg and orthopedic care.",http://www.alevastores.com,Rochester Hills,MI,,28,21,87,1618,Retail,42,15,30333682,8346022,Detroit,18,50,,
25584,1619,23,i-Connect,i-connect,Virginia,VA,Sterling,"Washington, DC",263.3471,4032135,IT Services,0,i-Connect,i-connect,1/1/03,Offers technology services to help businesses thrive in changing markets.,http://www.iconnectgroup.com,Sterling,VA,,118,126,127,1619,IT Services,23,14,4032135,1109720,"Washington, DC",8,3,,
26432,1620,300,Volver Holdings,volver-holdings,Pennsylvania,PA,Reading,"Reading, PA",262.9345,27169400,Logistics & Transportation,0,Volver Holdings,volver-holdings,1/1/10,Owns and operates two service businesses within the reverse logistics industry to address specific market niches such as Fortune 500/1000/2000 customers in the consumer package goods industry and customers in the electronics industry.,http://www.revertech.com,Reading,PA,,53,0,33,1620,Logistics & Transportation,300,70,27169400,7486034,,6,112,,
25566,1621,18,Stratagem Group,stratagem-group,Colorado,CO,Arvada,Denver,262.6459,2004021,IT Services,0,Stratagem Group,stratagem-group,1/1/07,"An IT and engineering services firm that offers technical, engineering and management services to government agencies and prime government contractors.",http://www.stratagemgroup.com,Arvada,CO,,36,,127,1621,IT Services,18,3,2004021,552611,Denver,8,30,,
4360,1622,205,Deegit,deegit,Illinois,IL,Schaumburg,Chicago,262.5594,21474036,IT Services,3,Deegit,deegit,1993-00-00,Offers software consulting and development services to businesses all over the world through offshore and onsite services.,http://www.deegit.com,Schaumburg,IL,,71,66,127,1622,IT Services,205,40,21474036,5922901,Chicago,8,17,,
