Ben INC 5000 CSV Export (8-26-2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id,rank,workers,name,url,state_l,state_s,city,metro,growth,revenue,industry,yrs_on_list,ifc_company,ifc_filelocation,ifc_founded,ifc_business_model,ifc_url,ifc_city,ifc_state,ifc_twitter_handle,state_rank,metro_rank,industry_rank,current_industry_rank,ifi_industry,app_employ_lastyear,app_employ_fouryearsago,app_revenues_lastyear,app_revenues_fouryearsago,city_display_name,industry_id,metro_id,,
18526,2921,138,Creative Lodging Solutions,creative-lodging-solutions,Kentucky,KY,Lexington,"Lexington-Fayette, KY",124.336,100562981,Travel & Hospitality,4,Creative Lodging Solutions,creative-lodging-solutions,2002-00-00,"Provides customized lodging programs for corporate clients nationwide, specializing in long-term and project-based stays. CLS negotiates hotel and corporate apartment rates, actualizes tax savings for clients and assists clients with enforcing their travel policies.",http://www.yourcls.com,Lexington,KY,,19,0,31,2921,Travel & Hospitality,138,55,100562981,44826941,,22,132,,
25257,2922,65,Revention,revention,Texas,TX,Houston,Houston,124.2251,11951231,Food & Beverage,0,Revention,revention,1/1/03,"Sells custom point of sale software and hardware for the food service and bar/nightclub industries. Products include Web-based ordering, call center systems and mobile ordering applications.",http://www.revention.com,Houston,TX,,127,56,88,2922,Food & Beverage,65,30,11951231,5330015,Houston,11,22,,
4034,2923,0,Sorriso Technologies,sorriso-technologies,Massachusetts,MA,Acton,Boston,124.2271,2919195,Software,2,Sorriso Technologies,sorriso-technologies,1997-00-00,"Develops Web-based self-service software, services and integration, specializing in billing software for communications, financial services and health care companies.",http://www.sorrisotech.com,Acton,MA,,104,99,127,2923,Software,0,0,2919195,1301892,Boston,9,6,,
25473,2924,13,CCTV Security Pros,cctv-security-pros,New Jersey,NJ,Cherry Hill,Philadelphia,124.0731,8582000,Security,0,CCTV Security Pros,cctv-security-pros,1/1/08,A nationwide supplier of security cameras and camera systems.,http://www.CCTVSecurityPros.com,Cherry Hill,NJ,,90,74,46,2924,Security,13,6,8582000,3830000,Philadelphia,13,49,,
22274,2925,65,Circuitronics,circuitronics,Texas,TX,Irving,Dallas,123.9448,10330030,Manufacturing,1,Circuitronics,circuitronics,1971-00-00,"An electronic manufacturing services company that caters to the industrial, communications, energy and mil-aero markets. It offers complete EMS services including PCBA, system assembly, NPI/prototyping, engineering services plus domestic and offshore PWBs.",http://www.circuitronics.com,Irving,TX,,127,100,86,2925,Manufacturing,65,40,10330030,4612758,Dallas,15,8,,
24657,2926,425,Foliage,foliage,Massachusetts,MA,Burlington,Boston,123.9099,48013000,Engineering,0,Foliage,foliage,1991-00-00,A product development company that provides engineering and consulting services over the entire product lifecycle.,http://www.foliage.com,Burlington,MA,,105,100,40,2926,Engineering,425,138,48013000,21443000,Boston,24,6,,
19639,2927,120,Nitro,nitro,California,CA,San Francisco,San Francisco,123.7722,20011950,Software,3,Nitro,nitro,2005-00-00,"Creates software products that allow users to create, convert and save industry-standard PDF documents. Customers include American Airlines, Bank of America and the Department of Defense.",http://www.nitropdf.com,San Francisco,CA,,127,112,127,2927,Software,120,43,20011950,8943000,San Francisco,9,4,,
23924,2928,30,Groove Commerce,groove-commerce,Maryland,MD,Baltimore,Baltimore,123.652,2445026,Advertising & Marketing,1,Groove Commerce,groove-commerce,2007-00-00,"A boutique e-commerce agency that provides website design, development and marketing.",http://www.gotgroove.com,Baltimore,MD,,78,37,127,2928,Advertising & Marketing,30,10,2445026,1093228,Baltimore,5,35,,
21842,2929,24,SportsSignup,sportssignup,New York,NY,Latham,"Albany-Schenectady-Troy, NY",123.5984,4178513,Software,2,SportsSignup,sportssignup,2003-00-00,"Provides event organizers and sports organizations with Software-as-a-Service services to automate online sports registration, coach and volunteer background check management and e-commerce fundraising for regional sports organizations.",http://www.sportssignup.com,Latham,NY,,127,0,127,2929,Software,24,13,4178513,1868758,,9,146,,
21925,2930,109,Made Ya Smile Dental,made-ya-smile-dental,Texas,TX,Sugar Land,Houston,123.5088,14052000,Health,2,Made Ya Smile Dental,made-ya-smile-dental,2004-00-00,"Provides a wide range of dental services, including general procedures and cosmetic options.",http://www.MadeYaSmile.com,Sugar Land,TX,,127,57,127,2930,Health,109,30,14052000,6287000,Houston,10,22,,
423,2931,7982,PeopleShare,peopleshare,Pennsylvania,PA,Pottstown,"Reading, PA",123.4745,57982514,Human Resources,5,PeopleShare,peopleshare,2005-00-00,"Fills temporary, contract and permanent staff positions for businesses.",http://www.peopleshareworks.com,Pottstown,PA,,104,0,94,2931,Human Resources,7982,2869,57982514,25945916,,21,112,,
186,2932,72,cPrime,cprime,California,CA,Foster City,San Francisco,123.3786,20736922,IT Services,5,cPrime,cprime,2003-00-00,"Offers project management consulting, staffing and training with a growing concentration in enterprise agile adoptions.",http://www.cprime.com,Foster City,CA,,127,113,127,2932,IT Services,72,50,20736922,9283307,San Francisco,8,4,,
25952,2933,41,Sun Title Agency,sun-title-agency,Michigan,MI,Grand Rapids,"Grand Rapids-Wyoming, MI",123.2357,4147087,Real Estate,0,Sun Title Agency,sun-title-agency,1/1/05,Provides accurate and timely title insurance commitments using technology to proactively respond to all parties' needs.,http://www.suntitleagency.com,Grand Rapids,MI,,62,0,93,2933,Real Estate,41,29,4147087,1857717,,3,219,,
20169,2934,115,USIT,usit,Virginia,VA,Chantilly,"Washington, DC",123.1645,22047663,IT Services,3,USIT,usit,2006-00-00,"Provides Oracle-based IT consulting services to its customers in military, government and commercial enterprises.",http://www.usinfotech.com,Chantilly,VA,,127,127,127,2934,IT Services,115,60,22047663,9879555,"Washington, DC",8,3,,
19681,2935,94,BSI Engineering,bsi-engineering,Ohio,OH,CINCINNATI,Cincinnati,123.1589,14030000,Engineering,3,BSI Engineering,bsi-engineering,2007-00-00,"Provides engineering and design services to industrial manufacturing clients in the chemical, renewable fuels, food & beverage and pharmaceutical industries.",http://www.BSIENGR.COM,CINCINNATI,OH,,82,20,41,2935,Engineering,94,50,14030000,6287000,Cincinnati,24,47,,
24466,2936,34,Novus Medical Detox,novus-medical-detox,Florida,FL,New Port Richey,Tampa,123.1367,3861767,Health,1,Novus Medical Detox,novus-medical-detox,2007-00-00,Offers treatment and education to people suffering from substance abuse in order to help them get their lives back. It combines the best of medical detox protocols and cutting-edge holistic supplements to make the detox experience the most comfortable and nurturing process possible.,http://www.novusdetox.com,New Port Richey,FL,,127,40,127,2936,Health,34,23,3861767,1730673,Tampa,10,7,,
22377,2937,563,Linium,linium,New York,NY,New York,New York City,123.0297,57066771,Business Products & Services,2,Linium,linium,2000-00-00,"A consulting firm that helps businesses innovate and thrive in the marketplace by overcoming key financial, operational and IT challenges. Linium specializes in optimizing technology, enhancing operations and improving enterprise performance.",http://www.linium.com,New York,NY,,127,127,127,2937,Business Products & Services,563,189,57066771,25587072,New York City,17,9,,
1242,2938,568,Accuvant,accuvant,Colorado,CO,Denver,Denver,122.9269,350152337,Security,7,Accuvant,accuvant,2002-00-00,"Assesses, architects and implements the policies, procedures and technologies that protect valuable data assets. Accuvant remediates IT security threats, manages compliance and secures information infrastructures.",http://www.accuvant.com,Denver,CO,,72,,47,2938,Security,568,223,350152337,157070489,Denver,13,30,,
24079,2939,140,Lollicup USA,lollicup-usa,California,CA,Chino,"Riverside-San Bernardino-Ontario, CA",122.9307,60030547,Business Products & Services,1,Lollicup USA,lollicup-usa,2000-00-00,,http://www.lollicupusa.com,Chino,CA,,127,0,127,2939,Business Products & Services,140,82,60030547,26927894,,17,54,,
21510,2940,908,Supreme Lending,supreme-lending,Texas,TX,Dallas,Dallas,122.889,148322903,Financial Services,2,Supreme Lending,supreme-lending,1999-00-00,"A technology-based mortgage originator that underwrites, closes and funds loans. As a correspondent lender, Supreme Lending saves customers costs and fees by cutting out the middlemen and through its automated underwriting systems.",http://www.supremelending.com,Dallas,TX,,127,101,127,2940,Financial Services,908,542,148322903,66545644,Dallas,2,8,,
21253,2941,65,Quincy Bioscience,quincy-bioscience,Wisconsin,WI,Madison,"Madison, WI",122.8881,19340000,Health,2,Quincy Bioscience,quincy-bioscience,2004-00-00,"Conducts research and development using a patented platform technology called apoaequorin, which comes from jellyfish and has been proven to protect brain cells and improve memory.",http://www.quincybioscience.com,Madison,WI,,34,0,127,2941,Health,65,50,19340000,8677000,,10,78,,
25582,2942,6,Vantage Payments,vantage-payments,Arizona,AZ,Scottsdale,Phoenix,122.8259,2025574,Financial Services,0,Vantage Payments,vantage-payments,1/1/09,A merchant services provider delivering worldwide payment services based on each business' needs.,http://www.vantagepayments.com,Scottsdale,AZ,,58,50,127,2942,Financial Services,6,3,2025574,909039,Phoenix,2,46,,
23781,2943,41,Parallel HR Solutions,parallel-hr-solutions,Utah,UT,Murray,Salt Lake City,122.8102,6356842,Human Resources,1,Parallel HR Solutions,parallel-hr-solutions,2005-00-00,A recruiting and staffing company for technical and financial positions.,http://www.parallelhr.com,Murray,UT,,64,35,95,2943,Human Resources,41,20,6356842,2853030,Salt Lake City,21,12,,
25802,2944,25,Turn-key Technologies,turn-key-technologies,New Jersey,NJ,Sayreville,New York City,122.7844,9928748,IT Services,0,Turn-key Technologies,turn-key-technologies,1/1/91,"A networking and services company with a focus on and expertise in WiFi, network infrastructure and peripherals and wireless duress systems.",http://www.turn-keytechnologies.com,Sayreville,NJ,,91,127,127,2944,IT Services,25,15,9928748,4456662,New York City,8,9,,
3042,2945,213,Cumberland Consulting Group,cumberland-consulting-group,Tennessee,TN,Franklin,Nashville,122.599,40306000,IT Services,5,Cumberland Consulting Group,cumberland-consulting-group,2004-00-00,"Plans and implements its clients' IT systems and program management. Its client base includes hospitals, hospices and academic medical centers.",http://www.cumberlandcg.com,Franklin,TN,,45,30,127,2945,IT Services,213,121,40306000,18107000,Nashville,8,82,,
1841,2946,177,Bankers Healthcare Group,bankers-healthcare-group,Florida,FL,Southwest Ranches,Miami,122.535,61332289,Financial Services,7,Bankers Healthcare Group,bankers-healthcare-group,1992-00-00,"Provides loans, debt consolidation, equipment financing and practice acquisitions to doctors, dentists, veterinarians and chiropractors.",http://www.bhg-inc.com,Southwest Ranches,FL,,127,71,127,2946,Financial Services,177,100,61332289,27560739,Miami,2,1,,
18645,2947,65,Contemporary Staffing Solutions,contemporary-staffing-solutions,New Jersey,NJ,Mount Laurel,Philadelphia,122.5186,104511308,Human Resources,4,Contemporary Staffing Solutions,contemporary-staffing-solutions,1994-00-00,"Places professionals in positions in sales, marketing, administration, IT, accounting & finance, consulting and HR.",http://www.contemporarystaffing.com,Mount Laurel,NJ,,92,75,96,2947,Human Resources,65,46,104511308,46967439,Philadelphia,21,49,,
21626,2948,26,Integrated Business Technologies,integrated-business-technologies,Oklahoma,OK,Broken Arrow,"Tulsa, OK",122.4592,3818677,IT Services,2,Integrated Business Technologies,integrated-business-technologies,2007-00-00,"Provides business technology support to law firms, banking, healthcare, finance and accounting businesses.",http://www.ibtsupport.com,Broken Arrow,OK,,18,0,127,2948,IT Services,26,12,3818677,1716574,,8,841,,
22161,2949,20,ServerLift,serverlift,Arizona,AZ,Phoenix,Phoenix,122.3599,4756934,Manufacturing,2,ServerLift,serverlift,2002-00-00,Designs and manufactures products that safely and efficiently handle and move servers and peripheral data center equipment.,http://www.serverlift.com,Phoenix,AZ,,59,51,87,2949,Manufacturing,20,8,4756934,2139295,Phoenix,15,46,,
23980,2950,12,ClimbTech,climbtech,Texas,TX,Austin,Austin,122.2844,3041920,Manufacturing,1,ClimbTech,climbtech,1998-00-00,"Manufactures and sells innovative anchorage systems for fall protection, rescue and rock climbing.",http://www.climbtech.com,Austin,TX,,127,65,88,2950,Manufacturing,12,8,3041920,1368481,Austin,15,18,,
25953,2951,12,Bat City Awards & Apparel,bat-city-awards-apparel,Texas,TX,Austin,Austin,122.2821,2035342,Business Products & Services,0,Bat City Awards & Apparel,bat-city-awards-apparel,1/1/05,"Provides corporate awards, branded apparel and promotional products to business customers nationwide.",http://www.batcityawards.com,Austin,TX,,127,66,127,2951,Business Products & Services,12,5,2035342,915657,Austin,17,18,,
25110,2952,652,Genewiz,genewiz,New Jersey,NJ,South Plainfield,New York City,122.1611,41463607,Business Products & Services,0,Genewiz,genewiz,1/1/99,"A global genomics service company providing DNA sequencing, gene synthesis and bioinformatics for academic, pharmaceutical and government institutions.",http://www.genewiz.com,South Plainfield,NJ,,93,127,127,2952,Business Products & Services,652,224,41463607,18663759,New York City,17,9,,
24316,2953,38,Point & Pay,point-pay,Florida,FL,Oldsmar,Tampa,122.1251,12230626,Financial Services,1,Point & Pay,point-pay,1999-00-00,"Designs, builds and integrates electronic payment systems that enable clients to accept payments in their offices via toll-free telephone, mobile or Internet. Client types include the government, utilities and rental properties.",http://www.pointandpay.com,Oldsmar,FL,,127,41,127,2953,Financial Services,38,19,12230626,5506187,Tampa,2,7,,
2573,2954,333,VanderHouwen & Associates,vanderhouwen-associates,Oregon,OR,Portland,"Portland, OR",122.0805,38739454,IT Services,5,VanderHouwen & Associates,vanderhouwen-associates,1987-00-00,"Provides professional staffing services to the Pacific Northwest in the areas of IT, engineering and accounting.",http://www.vanderhouwen.com,Portland,OR,,35,35,127,2954,IT Services,333,185,38739454,17443880,"Portland, OR",8,10,,
26222,2955,9,IQR Consulting,iqr-consulting,California,CA,Santa Rosa,"Santa Rosa-Petaluma, CA",122.0637,2023000,Financial Services,0,IQR Consulting,iqr-consulting,1/1/08,"Provides strategic services to help businesses overcome challenges in the areas of financial service and loyalty programs, using analytics and research to help promote positive business change.",http://www.iqrconsulting.com,Santa Rosa,CA,,127,0,127,2955,Financial Services,9,2,2023000,911000,,2,247,,
25350,2956,272,Accurate Background,accurate-background,California,CA,Irvine,Los Angeles,122.0517,28083983,Human Resources,0,Accurate Background,accurate-background,1/1/97,Provides customized background screening services using Web-based technology that interfaces with companies' existing HR technology.,http://www.accuratebackground.com,Irvine,CA,,127,127,97,2956,Human Resources,272,81,28083983,12647495,Los Angeles,21,2,,
20480,2957,35,Saxum,saxum,Oklahoma,OK,Oklahoma City,"Oklahoma City, OK",122.0481,5519983,Advertising & Marketing,3,Saxum,saxum,2003-00-00,"An integrated marketing communications agency specializing in advertising, public relations and digital communications.",http://www.saxum.com,Oklahoma City,OK,,19,0,127,2957,Advertising & Marketing,35,21,5519983,2485940,,5,38,,
25884,2958,70,T&G Constructors,tg-constructors,Florida,FL,Orlando,"Orlando, FL",122.0262,36461739,Construction,0,T&G Constructors,tg-constructors,1/1/87,"A commercial general contractor that does business in 23 states. Its ervices range from planning and preconstruction to management and postconstruction for the hospitality, entertainment and education industries.",http://www.t-and-g.com,Orlando,FL,,127,33,124,2958,Construction,70,53,36461739,16422265,"Orlando, FL",20,68,,
23763,2959,300,Empyrean Benefit Solutions,empyrean-benefit-solutions,Texas,TX,Houston,Houston,121.9903,33514612,Human Resources,1,Empyrean Benefit Solutions,empyrean-benefit-solutions,2006-00-00,Provides HR technology and services dedicated to the administration of employee benefits for large and small corporations.,http://www.goempyrean.com,Houston,TX,,127,58,98,2959,Human Resources,300,133,33514612,15097331,Houston,21,22,,
101,2960,347,Zeon Solutions,zeon-solutions,Wisconsin,WI,Milwaukee,"Milwaukee-Waukesha-West Allis, WI",121.9602,14845030,IT Services,5,Zeon Solutions,zeon-solutions,2003-00-00,"Provides IT services, specializing in Web development, SEO and Internet applications.",http://www.zeonsolutions.com,Milwaukee,WI,,35,0,127,2960,IT Services,347,207,14845030,6688148,,8,27,,
25202,2961,26,The Frontier Project,the-frontier-project,Virginia,VA,Richmond,"Richmond, VA",121.9109,2251759,Business Products & Services,0,The Frontier Project,the-frontier-project,1/1/07,"A portfolio of six business units that serve the publishing, healthcare, corporate event and learning industries.",http://www.thefrontierproject.com,Richmond,VA,,127,0,127,2961,Business Products & Services,26,8,2251759,1014713,,17,40,,
19229,2962,87,Phone Power,phone-power,California,CA,Winnetka,Los Angeles,121.8638,17283580,Telecommunications,2,Phone Power,phone-power,2005-00-00,"A telecommunications company that serves customers worldwide, ranging from individual residential phone services up to Fortune 100 companies. PhonePower offers free domestic, Canadian and other international calling with a flat monthly rate for service.",http://www.phonepower.com,Winnetka,CA,,127,127,73,2962,Telecommunications,87,54,17283580,7790176,Los Angeles,14,2,,
20317,2963,33,The Asylum,the-asylum,California,CA,Burbank,Los Angeles,121.6792,18080241,Media,3,The Asylum,the-asylum,1997-00-00,"A brand-oriented motion picture and television studio that finances, produces and releases 25 films per year through its direct pipeline to national retailers and its network of international partners.",http://www.theasylum.cc,Burbank,CA,,127,127,42,2963,Media,33,10,18080241,8156038,Los Angeles,12,2,,
25195,2964,50,Appliances Connection,appliances-connection,New York,NY,Brooklyn,New York City,121.6625,115625529,Consumer Products & Services,0,Appliances Connection,appliances-connection,1/1/00,"Carries over 30,000 home appliance and furnishings in an online store where customers can get matching kitchen and laundry sets or furniture and fireplaces.",http://www.appliancesconnection.com,Brooklyn,NY,,127,127,127,2964,Consumer Products & Services,50,50,115625529,52162872,New York City,4,9,,
17611,2965,65,AXIA Consulting,axia-consulting,Ohio,OH,Columbus,"Columbus, OH",121.6206,21384610,IT Services,4,AXIA Consulting,axia-consulting,2005-00-00,"Provides technology and business consulting services to middle-market and Fortune 500 companies as well as private sector organizations. Its services include enterprise package assessments, implementation and project management.",http://www.axiaconsulting.net,Columbus,OH,,83,22,127,2965,IT Services,65,27,21384610,9649198,"Columbus, OH",8,19,,
20853,2966,102,Aurico,aurico,Illinois,IL,Arlington Heights,Chicago,121.6114,12649916,Human Resources,3,Aurico,aurico,1991-00-00,"A certified veteran-owned business that provides thorough and in-depth background screening, drug screening, selection assessments and HR-related tools to private companies.",http://www.aurico.com,Arlington Heights,IL,,127,127,99,2966,Human Resources,102,59,12649916,5708152,Chicago,21,17,,
25859,2967,180,Baldwin Risk Partners,baldwin-risk-partners,Florida,FL,Tampa,Tampa,121.5313,15671743,Insurance,0,Baldwin Risk Partners,baldwin-risk-partners,1/1/06,"A holding company for insurance and risk management distribution and sales businesses. Member companies include the Villages Insurance Partners, Medicare Insurance Partners and American Risk Partners.",http://www.bks-partners.com,Tampa,FL,,127,42,31,2967,Insurance,180,34,15671743,7074279,Tampa,1,7,,
24901,2968,7,Integrated Insight,integrated-insight,Florida,FL,The Villages,,121.4068,2684197,Business Products & Services,0,Integrated Insight,integrated-insight,1/1/09,"A management consulting firm that helps organizations use data-driven insights and decision analytics to determine new product feasibility, optimize their growth and improve customer and employee experiences.",http://www.integratedinsight.com,The Villages,FL,,127,0,127,2968,Business Products & Services,7,3,2684197,1212337,,17,373,,
18179,2969,230,Keste,keste,Texas,TX,Plano,Dallas,121.3943,33132213,IT Services,4,Keste,keste,2004-00-00,"Designs, develops and deploys Oracle software services for automating complex sales and manufacturing processes.",http://www.keste.com,Plano,TX,,127,102,127,2969,IT Services,230,130,33132213,14965249,Dallas,8,8,,
1848,2970,225,Anexinet,anexinet,Pennsylvania,PA,Blue Bell,Philadelphia,121.1886,113034000,IT Services,6,Anexinet,anexinet,2000-00-00,"Designs, delivers and supports systems integration with leading technology partners.",http://www.anexinet.com,Blue Bell,PA,,105,76,127,2970,IT Services,225,175,113034000,51103000,Philadelphia,8,49,,
22207,2971,210,Blue Armor Security Services,blue-armor-security-services,Texas,TX,San Antonio,"San Antonio, TX",121.1518,4540605,Security,2,Blue Armor Security Services,blue-armor-security-services,2003-00-00,"Specializes in providing security guard services to residential communities and government and corporate entities. Services include installation and monitoring of security systems, controlled access and security gate maintenance.",http://www.bluearmorsecurity.com,San Antonio,TX,,127,0,48,2971,Security,210,100,4540605,2053162,,13,14,,
25198,2972,36,Alert Solutions,alert-solutions,Rhode Island,RI,Cranston,"Providence-New Bedford-Fall River, RI-MA",121.1308,4572100,Business Products & Services,0,Alert Solutions,alert-solutions,1/1/89,"Provides dynamic cloud-based multi-channel messaging technology and communication services for the education, healthcare and property management industries.",http://www.alertsolutions.com,Cranston,RI,,9,0,127,2972,Business Products & Services,36,18,4572100,2067600,,17,55,,
26101,2973,20,Residential Systems,residential-systems,Colorado,CO,Lakewood,Denver,120.9719,3456000,Consumer Products & Services,0,Residential Systems,residential-systems,1/1/87,"A home technology provider specializing in smart home automation, home theater design and motorized window treatments. Residential Systems has worked in over 5,000 homes throughout Colorado and throughout the world.",http://www.ResidentialSystemsInc.com,Lakewood,CO,,73,,127,2973,Consumer Products & Services,20,10,3456000,1564000,Denver,4,30,,
21533,2974,98,Hiatus Spa + Retreat,hiatus-spa-retreat,Texas,TX,Dallas,Dallas,120.7547,4276894,Consumer Products & Services,2,Hiatus Spa + Retreat,hiatus-spa-retreat,2007-00-00,A day spa that offers monthly membership and a wide range of spa services.,http://www.hiatusspa.com,Dallas,TX,,127,103,127,2974,Consumer Products & Services,98,38,4276894,1937397,Dallas,4,8,,
25903,2975,24,"E Group (Reston, VA)",e-group-reston-va,Virginia,VA,Reston,"Washington, DC",120.6747,21521964,Business Products & Services,0,"E Group (Reston, VA)",e-group-reston-va,1/1/83,An employee and customer engagement agency that helps businesses with employee retention and motivation as well as with promotional campaigns and customer loyalty programs,http://www.egroupengage.com,Reston,VA,,127,127,127,2975,Business Products & Services,24,19,21521964,9752803,"Washington, DC",17,3,,
3043,2976,25,Red Moon Marketing,red-moon-marketing,North Carolina,NC,Charlotte,Charlotte,120.6576,7733037,Advertising & Marketing,3,Red Moon Marketing,red-moon-marketing,2002-00-00,"Offers a wide range of marketing services including product promotion, public relations and event management as well as sports and entertainment marketing.",http://www.redmoonmkt.com,Charlotte,NC,,86,30,127,2976,Advertising & Marketing,25,17,7733037,3504542,Charlotte,5,43,,
25159,2977,60,Centroid,centroid,Michigan,MI,Troy,Detroit,120.6283,22576867,IT Services,0,Centroid,centroid,1/1/97,"Offers technology consulting, managed IT, software and hardware resales, and cloud services.",http://www.Centroid.com,Troy,MI,,63,44,127,2977,IT Services,60,60,22576867,10232989,Detroit,8,50,,
26018,2978,34,Cullum Homes,cullum-homes,Arizona,AZ,Scottsdale,Phoenix,120.6331,20594691,Construction,0,Cullum Homes,cullum-homes,1/1/85,"A full service design, build and renovation firm that specializes in custom luxury homes.",http://www.cullumhomes.com,Scottsdale,AZ,,60,52,125,2978,Construction,34,19,20594691,9334361,Phoenix,20,46,,
24067,2979,65,QCS Logistics,qcs-logistics,Louisiana,LA,New Orleans,"New Orleans-Metairie-Kenner, LA",120.6198,3514112,Logistics & Transportation,1,QCS Logistics,qcs-logistics,1984-00-00,"A same-day logistics firm that provides on-demand courier, freight distribution and warehousing services. It has access to a diverse vehicle fleet of independent contractors to provide customized logistics and delivery services to the health care, pharmaceutical and retail industries.",http://www.qcslogistics.com,New Orleans,LA,,22,0,65,2979,Logistics & Transportation,65,35,3514112,1592836,,6,33,,
23961,2980,52,Redtail Technology,redtail-technology,California,CA,Gold River,"Sacramento--Arden-Arcade--Roseville, CA",120.5819,7311661,Software,1,Redtail Technology,redtail-technology,2003-00-00,Develops customer relationship management tools for financial advisors. It offers a CRM product and mobile app as well as paperless office and email hosting and archiving services.,http://www.redtailtechnology.com,Gold River,CA,,127,0,127,2980,Software,52,26,7311661,3314715,,9,75,,
20274,2981,37,Concept Technology,concept-technology,Tennessee,TN,Nashville,Nashville,120.5647,5311521,IT Services,3,Concept Technology,concept-technology,2003-00-00,"Provides IT outsourcing and consulting, network maintenance and security and help desk services to small- and mid-sized businesses throughout Middle Tennessee.",http://www.concepttechnologyinc.com,Nashville,TN,,46,31,127,2981,IT Services,37,23,5311521,2408146,Nashville,8,82,,
20580,2982,205,National Systems Consulting,national-systems-consulting,Texas,TX,Plano,Dallas,120.518,23397205,IT Services,3,National Systems Consulting,national-systems-consulting,1996-00-00,"Offers IT consulting and software development services. It provides telecommunications infrastructure, cloud computing and equipment leasing options.",http://www.nsiamerica.com,Plano,TX,,127,104,127,2982,IT Services,205,85,23397205,10610113,Dallas,8,8,,
4525,2983,85,KaTom Restaurant Supply,katom-restaurant-supply,Tennessee,TN,Kodak,"Morristown, TN",120.3113,54975244,Food & Beverage,5,KaTom Restaurant Supply,katom-restaurant-supply,1987-00-00,"Offers more than 150,000 high-quality restaurant supplies at wholesale prices for commercial and residential kitchens.",http://www.katom.com,Kodak,TN,,47,0,89,2983,Food & Beverage,85,43,54975244,24953441,,11,354,,
23522,2984,13,The Orchid Boutique,the-orchid-boutique,Florida,FL,Miami,Miami,120.1512,2417089,Retail,1,The Orchid Boutique,the-orchid-boutique,2007-00-00,"An online retailer of luxury swimwear and resort wear. It has been featured in major fashion publications such as People Stylewatch, Cosmopolitan and Marie Claire.",http://www.theorchidboutique.com,Miami,FL,,127,72,127,2984,Retail,13,4,2417089,1097922,Miami,18,1,,
25806,2985,199,Wildman Business Group,wildman-business-group,Indiana,IN,Warsaw,"Warsaw, IN",120.0826,37375836,Business Products & Services,0,Wildman Business Group,wildman-business-group,1/1/1952,"Offers business products such as uniform rental, janitorial supplies and towel and tissue distribution in addition to sales and marketing consulting services.",http://www.wildmanbusinessgroup.com,Warsaw,IN,,41,0,127,2985,Business Products & Services,199,138,37375836,16982638,,17,668,,
22534,2986,40,HomeSmart,homesmart,Arizona,AZ,Phoenix,Phoenix,120.0485,109695228,Real Estate,2,HomeSmart,homesmart,2000-00-00,"Sells residential real estate through a network of more than 6,700 agents, with offices throughout Arizona, California, Colorado, Oregon, Utah, Washington and Indiana.",http://www.homesmartinternational.com,Phoenix,AZ,,61,53,94,2986,Real Estate,40,30,109695228,49850479,Phoenix,3,46,,
24527,2987,26,Etter Engineering,etter-engineering,Connecticut,CT,Bristol,"Hartford-West Hartford-East Hartford, CT",119.9942,7592000,Manufacturing,1,Etter Engineering,etter-engineering,1940-00-00,Provides gas equipment and systems such as burner and combustion related parts suited for a wide range of markets and applications.,http://www.etterengineering.com,Bristol,CT,,26,0,89,2987,Manufacturing,26,19,7592000,3451000,,15,100,,
21003,2988,85,Honey-Can-Do,honey-can-do,Illinois,IL,Berkeley,Chicago,119.8977,38680000,Consumer Products & Services,2,Honey-Can-Do,honey-can-do,2008-00-00,"Manufactures home storage, organization, and laundry care products sold through most major North American retailers and in over 40 countries.",http://www.honeycando.com,Berkeley,IL,,127,127,127,2988,Consumer Products & Services,85,40,38680000,17590000,Chicago,4,17,,
989,2989,250,Astir IT Solutions,astir-it-solutions,New Jersey,NJ,South Plainfield,New York City,119.8941,26663803,IT Services,7,Astir IT Solutions,astir-it-solutions,2001-00-00,Offers software development and IT consulting and outsourcing.,http://www.astirit.com,South Plainfield,NJ,,94,127,127,2989,IT Services,250,200,26663803,12125750,New York City,8,9,,
3711,2990,227,Atrion Networking,atrion-networking,Rhode Island,RI,Warwick,"Providence-New Bedford-Fall River, RI-MA",119.8501,84169384,IT Services,5,Atrion Networking,atrion-networking,1987-00-00,"Provides technology consultation, project management and local and wide area networks and managed services.",http://www.atrion.net,Warwick,RI,,10,0,127,2990,IT Services,227,185,84169384,38284895,,8,55,,
19290,2991,62,RAMP,ramp,Massachusetts,MA,Boston,Boston,119.7875,7182533,Advertising & Marketing,1,RAMP,ramp,2007-00-00,"Offers an SaaS content optimization platform to online publishers in a variety of industries, including media & entertainment, financial services, pharmaceutical & healthcare, energy and technology.",http://www.ramp.com,Boston,MA,,106,101,127,2991,Advertising & Marketing,62,37,7182533,3267944,Boston,5,6,,
2064,2992,50,Signum Group,signum-group,Georgia,GA,Atlanta,Atlanta,119.7747,9085129,Business Products & Services,2,Signum Group,signum-group,1994-00-00,Provides software tools and consulting services to companies with large-scale asset management needs.,http://www.signumgroup.com,Atlanta,GA,,110,105,127,2992,Business Products & Services,50,25,9085129,4133837,Atlanta,17,29,,
